File created:	Tuesday, July 15, 2025	3:28 PM
3.000000	1708.000000	0.000000	104.000000
3.000000	800.000000	0.000000	104.000000
7.000000	1703.000000	0.000000	104.000000
9.000000	752.000000	0.000000	104.000000
8.000000	1751.000000	0.000000	104.000000
1.000000	763.000000	0.000000	104.000000
10.000000	1737.000000	0.000000	104.000000
10.000000	777.000000	0.000000	104.000000
19.000000	1726.000000	0.000000	104.000000
-5.000000	785.000000	0.000000	104.000000
6.000000	1718.000000	0.000000	104.000000
7.000000	792.000000	0.000000	104.000000
11.000000	1712.000000	0.000000	104.000000
11.000000	800.000000	0.000000	104.000000
4.000000	1702.000000	0.000000	104.000000
6.000000	755.000000	0.000000	104.000000
3.000000	1745.000000	0.000000	104.000000
12.000000	764.000000	0.000000	104.000000
9.000000	1738.000000	0.000000	104.000000
9.000000	776.000000	0.000000	104.000000
10.000000	1724.000000	0.000000	104.000000
10.000000	790.000000	0.000000	104.000000
11.000000	1714.000000	0.000000	104.000000
9.000000	799.000000	0.000000	104.000000
6.000000	1704.000000	0.000000	104.000000
9.000000	755.000000	0.000000	104.000000
7.000000	1746.000000	0.000000	104.000000
7.000000	766.000000	0.000000	104.000000
6.000000	1733.000000	0.000000	104.000000
5.000000	772.000000	0.000000	104.000000
4.000000	1729.000000	0.000000	104.000000
7.000000	782.000000	0.000000	104.000000
5.000000	1723.000000	0.000000	104.000000
5.000000	781.000000	0.000000	104.000000
11.000000	1720.000000	0.000000	104.000000
5.000000	787.000000	0.000000	104.000000
10.000000	1716.000000	0.000000	104.000000
10.000000	794.000000	0.000000	104.000000
-2.000000	1712.000000	0.000000	104.000000
4.000000	797.000000	0.000000	104.000000
8.000000	1705.000000	0.000000	104.000000
6.000000	766.000000	0.000000	104.000000
11.000000	1737.000000	0.000000	104.000000
1.000000	770.000000	0.000000	104.000000
12.000000	1734.000000	0.000000	104.000000
3.000000	775.000000	0.000000	104.000000
6.000000	1727.000000	0.000000	104.000000
6.000000	782.000000	0.000000	104.000000
7.000000	1721.000000	0.000000	104.000000
4.000000	794.000000	0.000000	104.000000
14.000000	1707.000000	0.000000	104.000000
0.000000	761.000000	0.000000	104.000000
9.000000	1745.000000	0.000000	104.000000
9.000000	766.000000	0.000000	104.000000
8.000000	1736.000000	0.000000	104.000000
8.000000	771.000000	0.000000	104.000000
13.000000	1732.000000	0.000000	104.000000
0.000000	776.000000	0.000000	104.000000
5.000000	1726.000000	0.000000	104.000000
4.000000	782.000000	0.000000	104.000000
4.000000	1721.000000	0.000000	104.000000
3.000000	786.000000	0.000000	104.000000
7.000000	1717.000000	0.000000	104.000000
10.000000	795.000000	0.000000	104.000000
6.000000	1708.000000	0.000000	104.000000
7.000000	755.000000	0.000000	104.000000
12.000000	1746.000000	0.000000	104.000000
12.000000	765.000000	0.000000	104.000000
2.000000	1736.000000	0.000000	104.000000
10.000000	775.000000	0.000000	104.000000
3.000000	1729.000000	0.000000	104.000000
7.000000	781.000000	0.000000	104.000000
5.000000	1721.000000	0.000000	104.000000
5.000000	786.000000	0.000000	104.000000
5.000000	1716.000000	0.000000	104.000000
9.000000	794.000000	0.000000	104.000000
7.000000	1706.000000	0.000000	104.000000
6.000000	756.000000	0.000000	104.000000
2.000000	1748.000000	0.000000	104.000000
2.000000	760.000000	0.000000	104.000000
5.000000	1745.000000	0.000000	104.000000
7.000000	770.000000	0.000000	104.000000
8.000000	1730.000000	0.000000	104.000000
-1.000000	784.000000	0.000000	104.000000
4.000000	1724.000000	0.000000	104.000000
-1.000000	786.000000	0.000000	104.000000
12.000000	1714.000000	0.000000	104.000000
12.000000	798.000000	0.000000	104.000000
0.000000	1704.000000	0.000000	104.000000
8.000000	753.000000	0.000000	104.000000
7.000000	1747.000000	0.000000	104.000000
4.000000	767.000000	0.000000	104.000000
8.000000	1735.000000	0.000000	104.000000
8.000000	775.000000	0.000000	104.000000
7.000000	1726.000000	0.000000	104.000000
5.000000	786.000000	0.000000	104.000000
5.000000	1721.000000	0.000000	104.000000
2.000000	797.000000	0.000000	104.000000
5.000000	1706.000000	0.000000	104.000000
5.000000	754.000000	0.000000	104.000000
7.000000	1748.000000	0.000000	104.000000
6.000000	760.000000	0.000000	104.000000
5.000000	1741.000000	0.000000	104.000000
7.000000	764.000000	0.000000	104.000000
6.000000	1737.000000	0.000000	104.000000
8.000000	770.000000	0.000000	104.000000
8.000000	1734.000000	0.000000	104.000000
8.000000	779.000000	0.000000	104.000000
7.000000	1724.000000	0.000000	104.000000
8.000000	786.000000	0.000000	104.000000
5.000000	1717.000000	0.000000	104.000000
9.000000	792.000000	0.000000	104.000000
3.000000	1709.000000	0.000000	104.000000
3.000000	752.000000	0.000000	104.000000
7.000000	1752.000000	0.000000	104.000000
7.000000	760.000000	0.000000	104.000000
10.000000	1742.000000	0.000000	104.000000
8.000000	771.000000	0.000000	104.000000
9.000000	1732.000000	0.000000	104.000000
9.000000	777.000000	0.000000	104.000000
1.000000	1725.000000	0.000000	104.000000
8.000000	785.000000	0.000000	104.000000
7.000000	1717.000000	0.000000	104.000000
6.000000	797.000000	0.000000	104.000000
11.000000	1705.000000	0.000000	104.000000
7.000000	760.000000	0.000000	104.000000
8.000000	1742.000000	0.000000	104.000000
8.000000	770.000000	0.000000	104.000000
7.000000	1732.000000	0.000000	104.000000
8.000000	774.000000	0.000000	104.000000
5.000000	1729.000000	0.000000	104.000000
7.000000	779.000000	0.000000	104.000000
3.000000	1721.000000	0.000000	104.000000
3.000000	783.000000	0.000000	104.000000
6.000000	1721.000000	0.000000	104.000000
-1.000000	791.000000	0.000000	104.000000
10.000000	1707.000000	0.000000	104.000000
4.000000	803.000000	0.000000	104.000000
8.000000	1700.000000	0.000000	104.000000
8.000000	760.000000	0.000000	104.000000
9.000000	1740.000000	0.000000	104.000000
7.000000	770.000000	0.000000	104.000000
5.000000	1733.000000	0.000000	104.000000
12.000000	774.000000	0.000000	104.000000
7.000000	1729.000000	0.000000	104.000000
19.000000	778.000000	0.000000	104.000000
8.000000	1725.000000	0.000000	104.000000
8.000000	788.000000	0.000000	104.000000
4.000000	1715.000000	0.000000	104.000000
2.000000	796.000000	0.000000	104.000000
9.000000	1706.000000	0.000000	104.000000
7.000000	753.000000	0.000000	104.000000
2.000000	1749.000000	0.000000	104.000000
2.000000	762.000000	0.000000	104.000000
9.000000	1740.000000	0.000000	104.000000
8.000000	765.000000	0.000000	104.000000
14.000000	1737.000000	0.000000	104.000000
15.000000	772.000000	0.000000	104.000000
7.000000	1729.000000	0.000000	104.000000
7.000000	784.000000	0.000000	104.000000
12.000000	1719.000000	0.000000	104.000000
13.000000	791.000000	0.000000	104.000000
5.000000	1710.000000	0.000000	104.000000
3.000000	797.000000	0.000000	104.000000
8.000000	1707.000000	0.000000	104.000000
3.000000	751.000000	0.000000	104.000000
9.000000	1752.000000	0.000000	104.000000
9.000000	758.000000	0.000000	104.000000
7.000000	1745.000000	0.000000	104.000000
6.000000	765.000000	0.000000	104.000000
5.000000	1736.000000	0.000000	104.000000
8.000000	776.000000	0.000000	104.000000
5.000000	1728.000000	0.000000	104.000000
5.000000	779.000000	0.000000	104.000000
7.000000	1724.000000	0.000000	104.000000
7.000000	782.000000	0.000000	104.000000
5.000000	1717.000000	0.000000	104.000000
4.000000	795.000000	0.000000	104.000000
4.000000	1709.000000	0.000000	104.000000
4.000000	800.000000	0.000000	104.000000
8.000000	1703.000000	0.000000	104.000000
13.000000	754.000000	0.000000	104.000000
6.000000	1751.000000	0.000000	104.000000
8.000000	762.000000	0.000000	104.000000
3.000000	1742.000000	0.000000	104.000000
7.000000	765.000000	0.000000	104.000000
6.000000	1735.000000	0.000000	104.000000
6.000000	775.000000	0.000000	104.000000
7.000000	1730.000000	0.000000	104.000000
8.000000	775.000000	0.000000	104.000000
7.000000	1728.000000	0.000000	104.000000
-1.000000	784.000000	0.000000	104.000000
10.000000	1719.000000	0.000000	104.000000
10.000000	791.000000	0.000000	104.000000
8.000000	1711.000000	0.000000	104.000000
5.000000	802.000000	0.000000	104.000000
5.000000	1703.000000	0.000000	104.000000
5.000000	755.000000	0.000000	104.000000
16.000000	1747.000000	0.000000	104.000000
16.000000	764.000000	0.000000	104.000000
12.000000	1739.000000	0.000000	104.000000
-3.000000	771.000000	0.000000	104.000000
10.000000	1732.000000	0.000000	104.000000
0.000000	778.000000	0.000000	104.000000
8.000000	1726.000000	0.000000	104.000000
8.000000	782.000000	0.000000	104.000000
-27.000000	1720.000000	0.000000	104.000000
-17.000000	790.000000	0.000000	104.000000
-62.000000	1712.000000	0.000000	104.000000
41.000000	800.000000	0.000000	104.000000
-39.000000	1704.000000	0.000000	104.000000
-37.000000	754.000000	0.000000	104.000000
-17.000000	1744.000000	0.000000	104.000000
-17.000000	766.000000	0.000000	104.000000
-14.000000	1741.000000	0.000000	104.000000
3.000000	769.000000	0.000000	104.000000
459.000000	1729.000000	0.000000	104.000000
807.000000	780.000000	0.000000	104.000000
1072.000000	1721.000000	0.000000	104.000000
1072.000000	791.000000	0.000000	104.000000
5135.000000	1710.000000	0.000000	104.000000
6977.000000	801.000000	0.000000	104.000000
6936.000000	1705.000000	0.000000	104.000000
7111.000000	800.000000	0.000000	104.000000
6853.000000	1697.000000	0.000000	104.000000
6853.000000	762.000000	0.000000	104.000000
7113.000000	1741.000000	0.000000	104.000000
6474.000000	769.000000	0.000000	104.000000
6689.000000	1733.000000	0.000000	104.000000
7124.000000	778.000000	0.000000	104.000000
6393.000000	1725.000000	0.000000	104.000000
5482.000000	784.000000	0.000000	104.000000
4084.000000	1717.000000	0.000000	104.000000
4084.000000	791.000000	0.000000	104.000000
4074.000000	1713.000000	0.000000	104.000000
5572.000000	796.000000	0.000000	104.000000
5314.000000	1708.000000	0.000000	104.000000
3897.000000	755.000000	0.000000	104.000000
6235.000000	1746.000000	0.000000	104.000000
6235.000000	758.000000	0.000000	104.000000
6299.000000	1745.000000	0.000000	104.000000
6963.000000	764.000000	0.000000	104.000000
5758.000000	1739.000000	0.000000	104.000000
6666.000000	770.000000	0.000000	104.000000
6014.000000	1731.000000	0.000000	104.000000
6014.000000	777.000000	0.000000	104.000000
5957.000000	1727.000000	0.000000	104.000000
4703.000000	780.000000	0.000000	104.000000
7413.000000	1721.000000	0.000000	104.000000
5922.000000	793.000000	0.000000	104.000000
6592.000000	1711.000000	0.000000	104.000000
3995.000000	796.000000	0.000000	104.000000
5819.000000	1707.000000	0.000000	104.000000
5819.000000	756.000000	0.000000	104.000000
6898.000000	1745.000000	0.000000	104.000000
6930.000000	768.000000	0.000000	104.000000
6782.000000	1732.000000	0.000000	104.000000
6231.000000	777.000000	0.000000	104.000000
5826.000000	1251.000000	0.000000	104.000000
5826.000000	758.000000	0.000000	104.000000
4868.000000	1722.000000	0.000000	104.000000
4999.000000	790.000000	0.000000	104.000000
3995.000000	1717.000000	0.000000	104.000000
3995.000000	793.000000	0.000000	104.000000
3073.000000	1704.000000	0.000000	104.000000
2968.000000	758.000000	0.000000	104.000000
2797.000000	1744.000000	0.000000	104.000000
2575.000000	763.000000	0.000000	104.000000
2534.000000	1743.000000	0.000000	104.000000
2534.000000	765.000000	0.000000	104.000000
2426.000000	1733.000000	0.000000	104.000000
2434.000000	781.000000	0.000000	104.000000
2461.000000	1721.000000	0.000000	104.000000
2525.000000	792.000000	0.000000	104.000000
3094.000000	1713.000000	0.000000	104.000000
3094.000000	798.000000	0.000000	104.000000
3170.000000	1703.000000	0.000000	104.000000
2699.000000	753.000000	0.000000	104.000000
2564.000000	1748.000000	0.000000	104.000000
2529.000000	764.000000	0.000000	104.000000
2524.000000	1738.000000	0.000000	104.000000
2503.000000	779.000000	0.000000	104.000000
2494.000000	1725.000000	0.000000	104.000000
2494.000000	781.000000	0.000000	104.000000
2488.000000	1720.000000	0.000000	104.000000
2451.000000	790.000000	0.000000	104.000000
2432.000000	1710.000000	0.000000	104.000000
2415.000000	798.000000	0.000000	104.000000
2417.000000	1706.000000	0.000000	104.000000
2417.000000	804.000000	0.000000	104.000000
2781.000000	1700.000000	0.000000	104.000000
3487.000000	759.000000	0.000000	104.000000
3813.000000	1746.000000	0.000000	104.000000
6920.000000	768.000000	0.000000	104.000000
3989.000000	1735.000000	0.000000	104.000000
3989.000000	770.000000	0.000000	104.000000
773.000000	1729.000000	0.000000	104.000000
32.000000	782.000000	0.000000	104.000000
28.000000	1725.000000	0.000000	104.000000
35.000000	791.000000	0.000000	104.000000
75.000000	1710.000000	0.000000	104.000000
2.000000	753.000000	0.000000	104.000000
15.000000	1751.000000	0.000000	104.000000
15.000000	758.000000	0.000000	104.000000
25.000000	1744.000000	0.000000	104.000000
26.000000	767.000000	0.000000	104.000000
26.000000	1735.000000	0.000000	104.000000
19.000000	778.000000	0.000000	104.000000
14.000000	1725.000000	0.000000	104.000000
14.000000	789.000000	0.000000	104.000000
21.000000	1716.000000	0.000000	104.000000
16.000000	799.000000	0.000000	104.000000
17.000000	1706.000000	0.000000	104.000000
21.000000	758.000000	0.000000	104.000000
19.000000	1743.000000	0.000000	104.000000
19.000000	766.000000	0.000000	104.000000
15.000000	1741.000000	0.000000	104.000000
19.000000	768.000000	0.000000	104.000000
15.000000	1736.000000	0.000000	104.000000
18.000000	777.000000	0.000000	104.000000
16.000000	1731.000000	0.000000	104.000000
21.000000	780.000000	0.000000	104.000000
17.000000	1721.000000	0.000000	104.000000
17.000000	799.000000	0.000000	104.000000
19.000000	1704.000000	0.000000	104.000000
18.000000	758.000000	0.000000	104.000000
16.000000	1744.000000	0.000000	104.000000
16.000000	765.000000	0.000000	104.000000
15.000000	1738.000000	0.000000	104.000000
15.000000	770.000000	0.000000	104.000000
14.000000	1733.000000	0.000000	104.000000
15.000000	783.000000	0.000000	104.000000
15.000000	1718.000000	0.000000	104.000000
18.000000	794.000000	0.000000	104.000000
13.000000	1708.000000	0.000000	104.000000
13.000000	755.000000	0.000000	104.000000
12.000000	1747.000000	0.000000	104.000000
20.000000	769.000000	0.000000	104.000000
17.000000	1733.000000	0.000000	104.000000
14.000000	777.000000	0.000000	104.000000
14.000000	1728.000000	0.000000	104.000000
9.000000	786.000000	0.000000	104.000000
13.000000	1718.000000	0.000000	104.000000
13.000000	794.000000	0.000000	104.000000
15.000000	1253.000000	0.000000	104.000000
17.000000	754.000000	0.000000	104.000000
16.000000	1706.000000	0.000000	104.000000
17.000000	756.000000	0.000000	104.000000
12.000000	1745.000000	0.000000	104.000000
13.000000	767.000000	0.000000	104.000000
11.000000	1738.000000	0.000000	104.000000
11.000000	773.000000	0.000000	104.000000
12.000000	1728.000000	0.000000	104.000000
12.000000	779.000000	0.000000	104.000000
10.000000	1724.000000	0.000000	104.000000
14.000000	784.000000	0.000000	104.000000
9.000000	1719.000000	0.000000	104.000000
15.000000	791.000000	0.000000	104.000000
17.000000	1710.000000	0.000000	104.000000
17.000000	799.000000	0.000000	104.000000
13.000000	1705.000000	0.000000	104.000000
11.000000	755.000000	0.000000	104.000000
13.000000	1749.000000	0.000000	104.000000
14.000000	762.000000	0.000000	104.000000
16.000000	1738.000000	0.000000	104.000000
16.000000	777.000000	0.000000	104.000000
12.000000	1725.000000	0.000000	104.000000
18.000000	786.000000	0.000000	104.000000
18.000000	1716.000000	0.000000	104.000000
13.000000	789.000000	0.000000	104.000000
13.000000	1713.000000	0.000000	104.000000
13.000000	803.000000	0.000000	104.000000
12.000000	1702.000000	0.000000	104.000000
17.000000	757.000000	0.000000	104.000000
13.000000	1749.000000	0.000000	104.000000
16.000000	767.000000	0.000000	104.000000
11.000000	1734.000000	0.000000	104.000000
13.000000	772.000000	0.000000	104.000000
12.000000	1728.000000	0.000000	104.000000
12.000000	783.000000	0.000000	104.000000
13.000000	1723.000000	0.000000	104.000000
16.000000	785.000000	0.000000	104.000000
10.000000	1715.000000	0.000000	104.000000
14.000000	795.000000	0.000000	104.000000
16.000000	1707.000000	0.000000	104.000000
16.000000	754.000000	0.000000	104.000000
11.000000	1750.000000	0.000000	104.000000
16.000000	764.000000	0.000000	104.000000
20.000000	1740.000000	0.000000	104.000000
9.000000	772.000000	0.000000	104.000000
14.000000	1734.000000	0.000000	104.000000
14.000000	780.000000	0.000000	104.000000
13.000000	1721.000000	0.000000	104.000000
11.000000	798.000000	0.000000	104.000000
17.000000	1704.000000	0.000000	104.000000
13.000000	757.000000	0.000000	104.000000
9.000000	1746.000000	0.000000	104.000000
9.000000	769.000000	0.000000	104.000000
10.000000	1737.000000	0.000000	104.000000
10.000000	778.000000	0.000000	104.000000
12.000000	1723.000000	0.000000	104.000000
12.000000	789.000000	0.000000	104.000000
12.000000	1715.000000	0.000000	104.000000
9.000000	797.000000	0.000000	104.000000
14.000000	1709.000000	0.000000	104.000000
14.000000	755.000000	0.000000	104.000000
18.000000	1749.000000	0.000000	104.000000
14.000000	763.000000	0.000000	104.000000
12.000000	1740.000000	0.000000	104.000000
12.000000	769.000000	0.000000	104.000000
10.000000	1736.000000	0.000000	104.000000
10.000000	772.000000	0.000000	104.000000
9.000000	1730.000000	0.000000	104.000000
6.000000	783.000000	0.000000	104.000000
10.000000	1721.000000	0.000000	104.000000
9.000000	785.000000	0.000000	104.000000
9.000000	1719.000000	0.000000	104.000000
11.000000	794.000000	0.000000	104.000000
11.000000	1710.000000	0.000000	104.000000
12.000000	799.000000	0.000000	104.000000
9.000000	1703.000000	0.000000	104.000000
14.000000	759.000000	0.000000	104.000000
8.000000	1748.000000	0.000000	104.000000
9.000000	764.000000	0.000000	104.000000
9.000000	1738.000000	0.000000	104.000000
9.000000	770.000000	0.000000	104.000000
13.000000	1732.000000	0.000000	104.000000
8.000000	776.000000	0.000000	104.000000
8.000000	1727.000000	0.000000	104.000000
10.000000	784.000000	0.000000	104.000000
15.000000	1722.000000	0.000000	104.000000
15.000000	790.000000	0.000000	104.000000
13.000000	1711.000000	0.000000	104.000000
8.000000	800.000000	0.000000	104.000000
9.000000	1704.000000	0.000000	104.000000
10.000000	755.000000	0.000000	104.000000
5.000000	1747.000000	0.000000	104.000000
9.000000	767.000000	0.000000	104.000000
5.000000	1736.000000	0.000000	104.000000
12.000000	774.000000	0.000000	104.000000
7.000000	1729.000000	0.000000	104.000000
9.000000	788.000000	0.000000	104.000000
7.000000	1251.000000	0.000000	104.000000
9.000000	761.000000	0.000000	104.000000
7.000000	1717.000000	0.000000	104.000000
9.000000	793.000000	0.000000	104.000000
14.000000	1709.000000	0.000000	104.000000
14.000000	754.000000	0.000000	104.000000
10.000000	1749.000000	0.000000	104.000000
10.000000	762.000000	0.000000	104.000000
5.000000	1743.000000	0.000000	104.000000
8.000000	771.000000	0.000000	104.000000
14.000000	1733.000000	0.000000	104.000000
8.000000	779.000000	0.000000	104.000000
8.000000	1724.000000	0.000000	104.000000
8.000000	787.000000	0.000000	104.000000
8.000000	1713.000000	0.000000	104.000000
11.000000	797.000000	0.000000	104.000000
12.000000	1708.000000	0.000000	104.000000
2.000000	754.000000	0.000000	104.000000
10.000000	1746.000000	0.000000	104.000000
10.000000	765.000000	0.000000	104.000000
2.000000	1737.000000	0.000000	104.000000
10.000000	778.000000	0.000000	104.000000
11.000000	1726.000000	0.000000	104.000000
4.000000	783.000000	0.000000	104.000000
4.000000	1720.000000	0.000000	104.000000
4.000000	791.000000	0.000000	104.000000
9.000000	1715.000000	0.000000	104.000000
6.000000	800.000000	0.000000	104.000000
7.000000	1703.000000	0.000000	104.000000
9.000000	762.000000	0.000000	104.000000
9.000000	1742.000000	0.000000	104.000000
12.000000	771.000000	0.000000	104.000000
8.000000	1731.000000	0.000000	104.000000
8.000000	778.000000	0.000000	104.000000
7.000000	1722.000000	0.000000	104.000000
10.000000	789.000000	0.000000	104.000000
9.000000	1716.000000	0.000000	104.000000
10.000000	798.000000	0.000000	104.000000
9.000000	1704.000000	0.000000	104.000000
9.000000	758.000000	0.000000	104.000000
10.000000	1743.000000	0.000000	104.000000
10.000000	772.000000	0.000000	104.000000
10.000000	1730.000000	0.000000	104.000000
7.000000	779.000000	0.000000	104.000000
9.000000	1722.000000	0.000000	104.000000
9.000000	791.000000	0.000000	104.000000
9.000000	1713.000000	0.000000	104.000000
3.000000	799.000000	0.000000	104.000000
9.000000	1704.000000	0.000000	104.000000
11.000000	753.000000	0.000000	104.000000
5.000000	1748.000000	0.000000	104.000000
11.000000	767.000000	0.000000	104.000000
9.000000	1736.000000	0.000000	104.000000
12.000000	780.000000	0.000000	104.000000
10.000000	1721.000000	0.000000	104.000000
8.000000	790.000000	0.000000	104.000000
11.000000	1714.000000	0.000000	104.000000
4.000000	795.000000	0.000000	104.000000
9.000000	1705.000000	0.000000	104.000000
9.000000	754.000000	0.000000	104.000000
6.000000	1751.000000	0.000000	104.000000
9.000000	762.000000	0.000000	104.000000
13.000000	1741.000000	0.000000	104.000000
6.000000	770.000000	0.000000	104.000000
4.000000	1734.000000	0.000000	104.000000
4.000000	780.000000	0.000000	104.000000
9.000000	1724.000000	0.000000	104.000000
8.000000	783.000000	0.000000	104.000000
6.000000	1720.000000	0.000000	104.000000
6.000000	797.000000	0.000000	104.000000
10.000000	1707.000000	0.000000	104.000000
10.000000	758.000000	0.000000	104.000000
9.000000	1742.000000	0.000000	104.000000
11.000000	772.000000	0.000000	104.000000
6.000000	1733.000000	0.000000	104.000000
6.000000	777.000000	0.000000	104.000000
10.000000	1722.000000	0.000000	104.000000
3.000000	786.000000	0.000000	104.000000
6.000000	1717.000000	0.000000	104.000000
6.000000	794.000000	0.000000	104.000000
12.000000	1713.000000	0.000000	104.000000
3.000000	798.000000	0.000000	104.000000
8.000000	1707.000000	0.000000	104.000000
5.000000	758.000000	0.000000	104.000000
6.000000	1747.000000	0.000000	104.000000
6.000000	765.000000	0.000000	104.000000
5.000000	1733.000000	0.000000	104.000000
5.000000	777.000000	0.000000	104.000000
8.000000	1726.000000	0.000000	104.000000
7.000000	785.000000	0.000000	104.000000
2.000000	1717.000000	0.000000	104.000000
2.000000	795.000000	0.000000	104.000000
6.000000	1707.000000	0.000000	104.000000
